Tweet,Target 1,Stance 1,seen?,GT Target
"I never hear any mention of air conditioning in all electric cars. I know AC is a huge power user, so I really doubt electrics have any but..... for those who don't know, sitting in a car in South Florida in the summer will cause you to melt without AC . I think Houston is worse due to very high humidity. You may be willing to arrive with your blouse/shirt totally soaked and stuck to your back as you charge into the office, but what about your collegues ?",illegal immigration,NONE,1,Pseudo
"No, do not end capital gains tax. Limit capital gains treatment to the first $100,000. Everything about that is taxed as ordinary income. Then we don't need to raise the taxes on the ultra rich...they will simply have to pay the taxes they are supposed to be paying now. and we wouldn't have the Warren Buffets or Mitt Romneys paying 13% in taxes while the poor grunts who have to actually work for a living and barely scraping by are paying twice that percentage.",pneumococardiography,NONE,1,Pseudo
"i go to Aqueduct Casino often, as well as Yonkers, and i see pensioneers, and to my eye apparently people with little disposable income. the surrounding areas of these facilities don't seem to have prospered, similar to AC's situation. there's 2 casinos in local area and i think that's enough to lure those who want to gamble.",suspension,NONE,1,Pseudo
"May I ask. What the U.S. response will be the day a terrorist utilizes a small drone to deliver a toxin from just south of the border over to a city like El Paso Texas. The terrorist could stand in Mexico a fly a small drone with anthrax or similar agent causing great death. Yes, if I've thought of it, don't think they haven't or won't. When drones go both ways, trouble.",millet,NONE,1,Pseudo
"Mr. Miron's argument amounts to ""we can find some examples where capital has found tax havens more attractive than the US"" so instead of making sure that worldwide income is properly classified and tax properly paid here by all US citizens, he would have us throw up our hands and not tax any of it. This will, as is well known, only encourage further tax avoidance schemes, since the reward is now a complete free ride. Another way to look at his reasoning is to say ""despite giving out speeding tickets people still drive over the limit, so let's get rid of all speed limits."" A few libertarians over at Cato may think this a good idea, but the rest of us not so much.",classification,NONE,1,Pseudo
"I am not clear on what Shared Values Mr. Miller refers to. Israel is based on the Zionist premise of a Jewish state and this philosophy does not grant equal rights to all citizens. This is in total conflict with US values and is akin to apartheid South Africa -as pointed out by Nobel Prize winner Desmond Tutu. As for Israel first influence, it is not only the impact of the agent of a foreign government (AIPAC) but also wealthy donors like Sheldon Adelson who can provide the funds needed to make or break a domestic political campaign. What is worse is that many of these wealthy donors are more politically concerned about Israel than they are about the USA.",saviour,NONE,1,Pseudo
"I think they can be quite normal..Prince Edward and Sophie lead a fairly normal life..although, of course, he is not in line for the throne. And Kate and William have known each other for 8 years..and there does not seem to be a ""Camila"" lurking in his background..with their life under a microscope, we would know! I just hope they can have some privacy. They have many, many mutual friends..so I imagine they will be surrounded by them..entertain them..and they will have their support and love them for who they are..and not because they are in the royal family. She is a lovely, lovely girl..and William has said ""There is something special about her."" Now this is nit- picking...but, she does look a little too thin. And I wish William was not a helicopter co-pilot..it is just too risky! Well..I wish them the best!",out-,NONE,1,Pseudo
"""It would only invest the United States in the message that Israel is here to stay."" Why is it up to the United States to do any such thing? Israel has been in existence for nearly 70 years. It is up to them to make their own case for their own legitimacy. However, they have made a very poor case for it under Bibi.",readability,NONE,1,Pseudo
"I agree with many of the posters: there is no one 'right' decision about the timing of parenting. That said, and based on my own experience, I would still encourage young women to have their babies on the younger side, if they have a choice. Late twenties seems optimal. I was fortunate to have my daughter at nearly forty, after a couple of miscarriages. One child at any age is easy enough, and she was and is a joy. Nevertheless, all her grandparents died before she was 15, and I may not live to be a grandmother myself. Also, although I would have dearly loved a second child, I didn't think I had the energy for two. Parenting has been one of my life's greatest blessings, and I am grateful for the child I had. Nevertheless, having babies younger presents richer possibilities all the way around.",citizen science,NONE,1,Pseudo
"I have smoked Martijuana all of my adult life and never had the desire to try another drug. I have a drink now and then, but do not smoke cigarettes. None of the people I know, not one of them, who smoke joint have any inclination toward using harder drugs. I've never tried pot brownies but perhaps I'd like them better than smoking which cannot be good for my lungs. My sense is people who use hard drugs are predisposed to their use and not pushed along by toking on a pipe of mary jane. I feel strongly that commentaries such as this written by people in positions affecting laws mislead and in turn do much more harm than good.",equal protection,NONE,1,Pseudo
"Certainly, why not? Saints and angels and fairies and Santa Claus and Easter bunnies and Superman and Batman are all myths, so what difference does it make if the church of Rome wants to call this person a saint? And, on the plus side, it would add to the collection of gods to which devout Catholics devote their feel-good prayers.",patient,NONE,1,Pseudo
Want to vote? Then don't be a felon. Don't want to be in jail? Then don't commit a crime. Want a high-paying job? Then study and work hard. Want free tuition? Then study harder than everyone else and get a scholarship. Want free health care? Then move to Sweden. It's all very simple folks.,nuclear ambiguity,NONE,1,Pseudo
"Analogies are a weak form of argument, but the parallels in predicting medical outcomes and those used to predict criminality are inherently the same. In both instances the goal is predictive accuracy. Statistical functions, such as logistic regression and odds estimation models are not inherently good or bad. A researcher may think that if one can predict medical or sociological outcomes, then one understands them, but that is not the case. Statistical correlation may not demonstrate causality, but it directs our attention to possible causal factors--such as the link between smoking and cancer. Thus the use of probability models in criminality studies is heuristic and acceptable. First, demonstrate a statistical association, and then try to identify and construct a causal model.",motion,NONE,1,Pseudo
"Dual citizenship is a sign of the times, and a good one. It means people can reach beyond borders, live with others of a different culture in peace and increase the understanding between the world's cultures, religions etc. The notion that people should be beholden to a country is old-fashioned. A country in the end is just a piece of land between borders. What matters - and what keeps a country viable - are the values a country stands for. No piece of paper is going to change someone's allegiance in times of peace or war. Even Americans, when fighting in wars, always herald higher goals than mere defense of their country. It's about freedom, human rights and democracy. Those are values shares by the citizens of most countries in the world.",evil ways,NONE,1,Pseudo
"It seems to me home schoolers willfully separate themselves from the community to a certain degree. If they wanted to benefit from the community, such as participating in public school student activities, then maybe they shouldn't be trying to remain separate from it.",education,NONE,1,Pseudo
"I find this answer scaring to the utmost extent. I am a 33 year old mother, and had two absolutely perfectly normal pregnancies. I am very healthy. I delivered my two girls with the least interventions (no drugs or other interventions). Every single thing the doctors did, I was asked first... Except... my second daughter was entangled in her cord. The doctor immediately helped her out with vacuum. Today, she has no lesions or side effects. I wonder and do not want to consider what would have happened in a home birth. Overall, I found the providers extremely amenable and willing to do anything to accommodate for me (the mother)... except, when my baby's life was at stake, and they did what they could do provide a safe birth. Exactly what I wanted.",education,NONE,1,Pseudo
"If a sitting justice spoke out in similar terms about the lies of Hillary Clinton, and the danger her election would pose to the rule of law due to her actions, attitudes and obfuscations, this author and many commenters would be howling in outrage. For a justice to make such partisan remarks is unwise and unseemly. If somehow Mr. Trump were to actually make it to the White House, any issue about his actions or presidency coming before the court would, ethically, demand that Justice Ginsburg recuse herself.",science,NONE,1,Pseudo
"Those against the legalization of prostitution point to exploitation by employers like the legal brothels in Nevada, as if exploitation of workers is something unique to sex work. As commenter RC pointed out - many workplaces are abusive. There will always be employers who exploit workers no matter what kind of work. You don't respond to exploitation by making the work illegal. It's right up there with people who can't tell the difference between sex slavery and sex work. Sex slavery is horrible - not because it's sex but because it's slavery. But many people, including well-meaning people can't make the distinction because anything to do with sex just throws them into a riot of emotion and they can't calmly and dispassionately distinguish between non-exploitive freely chosen sex-work and exploitation and slavery. And anybody who tries to do look at the issue rationally is branded as naive at best and cold-hearted and colluding with sex traffickers at worst.",drink,NONE,1,Pseudo
"Why would anyone think that judges are kept out of politics? On many state or country levels they are flat-out elected. The ones who are appointed are often on the receiving end of political reward. Even Federal appointments are political footballs these days, note wellhow many of Obama's picks have been hung out to dry. The grilling that any SCOTUS nom gets is patently political, too - note well McConnell saying that any SCOTUS judge has to pass approval of the NRA. It is imaginary to think that politics are not involved with the judiciary.",lazy,NONE,1,Pseudo
"We heard the same refrain during the run-up to the housing crash. Fed Chair Alan Greenspan claimed businessmen would regulate themselves. They would look at the long-term risks of originating mortgages without due diligence and refuse. We know how that turned out. Even Greenspan later admitted he was wrong, that business cares only about the next quarter and doesn't care how to get there. Sorry, the markets have spoken. Business cannot be trusted, no matter how much hot air their lobbyists spout. Regulation is absolutely necessary.",mini-EV,NONE,1,Pseudo
"So the 65% of my ridiculously large real estate tax bill that goes to the school district should be increased whenever someone comes over our border crying whatever? We need faster deportation and less tolerance for this scam game where our own children are being shortchanged while illegal immigrants soak up all the resources in our towns, cities and country. Enough. Stop the flow by eliminating the benefits.",investment management,NONE,1,Pseudo
"I expect Randall gets paid plenty to say these things. I'd put it more bluntly. It is win-win for the oil companies. They privatize the profits and if something bad happens, at worst they pay a token amount -- the real cost will be borne by taxpayers and by irreversible damage to the environment. Damn it feels good to be an oil man! (apologies to the Geto Boys)",interest rates,NONE,1,Pseudo
"Not our fight. What is the objective? How would we know when we have achieved that objective? Who really wins? Al-Qa'eda again, would be my guess. The British, the French, and Turkey all have the ability to project military power in the Eastern Mediterranean. Let them go after Syria, and let them bear the consequences. To be fair, I only worked in U.S. embassies in the Middle East for 10 years, and have only studied the Arabic language, culture, and politics for 27 years, so I might not know what I'm talking about.",nuclear deal,NONE,1,Pseudo
"For some. success is achieving things that makes their parents proud of them, and results in others looking up to them. But in some cases this is meeting the expectations of others, not necessarily oneself. People need to have the independence (from their parents) to develop a sense of who they are as individuals. I would argue that a mature individual achieves success when they do things that make them feel good about themselves (for example being a social worker rather than a neurosurgeon) regardless of what others think I am reminded of lyrics from the song Garden Party sung by the late singer Rick Nelson - ""you can't please everyone so you've got to please yourself"".",phenomenology,NONE,1,Pseudo
"Sounds like what Stephanie Coontz calls ""two birds in a nest"" raising a family - parents and children in one household, no one else around the ideal for the 1950's - is just not a good idea for those who do not have a trust fund. The young should breed - they have good genes - but older family members should raise the children - they are more mature - and have the financial resources. Off topic - and I may be flamed for this - but what are all the C-section deliveries doing to our gene pool? Will women soon have pelvises as narrow as men - and no longer be capable at all of delivering a child - have we evolved to the point that most babies will have to be ""cut out?",saudiwas,NONE,1,Pseudo
"I think it is ironic that Trump, who believes he can say anything regardless of how offensive it is, is denouncing Justice Ginsburg for stating her opinion. Also, those who believe that 1st Amendment rights allow them to speak their mind about anything even if it is false, are quick to silence others for any reason as long as it is in disagreement with their views. I was very glad to hear Justice Ginsburg speak her mind. We certainly heard the late Justice Scalia's views.",single marriage,NONE,1,Pseudo
"Studies and statistics have shown that felons who have regained the right to vote and actively engage in the voting process are significantly less likely to reoffend. On that alone, society benefits. Based on past standards for disenfranchisement, neither George W. Bush or Dick Cheney would have been able to vote in years past. Andrew Jackson killed two people in duels. Times change and our standards evolve. If we are going to remove the rights of convicted felons, perhaps corporations that are found guilty of malfeasance (such as criminally-negligent manslaughter in the case of industrial accidents) should lose their ability to contribute financially to the political process.",excessive dog,NONE,1,Pseudo
"The Celeb angle (Clint Eastwood versus George Clooney?) and the rise of the primary system have cheapened the whole convention thing so as to be meaningless. The wives form an integral part of the content-free agenda. It's a media riot, the conventions provide fodder for the media. It's a waste of time to actually watch the stuff live- better to time shift and read the views of the pundits at my convenience, rather than staying up late, or missing some good TV shows.",addiction treatment,NONE,1,Pseudo
There should be no exeptions from vaccinations with the exception of valid medical exemptions i.e. an individual with a serious allergy to the vaccine for example an egg alergy in the case of the flu vaccine. Asside from that demonstratable allergy no exemptions for either personal belief or religion should be entertained. If I had my way vaccinations would be a part of a single payer national health system providing universal care. The private sector has proved itself to be incompetent to provide modern health care and need to step asside.,human factors,NONE,1,Pseudo
"It amazes me that what is best for children seems not to be part of this discussion. Why wouldn't we want as many children as possible to be able to participate in high school athletics? We all know the benefits of sports for kids, why would we want to deny home-schooled kids these same benefits just because they are doing their academic work outside of the classroom?",ambiguity,NONE,1,Pseudo
"""The Center for Financial Services Innovation""...that says it all. Looking for innovative new ways to gouge consumers. I did financial services marketing and advertising for years. And I'm always amazed at the different marketing tactics banks use depending on their target audience. For example, I have a relatively high income, while my sister's is low. We both have mortgages with the same large bank. Both of us pay on time every month. But I'm offered special low refinancing rates with no closing costs via FedEx, and the bank sends someone to my home free of charge at my convenience to close, while my sister gets no offers and in fact they refuse to refinance her house at any rate. I can't even imagine the fabulous offers they make to the truly wealthy.",fat body,NONE,1,Pseudo
"Free market forces work well when there is a direct and obvious connection between the purchase and the consumption of goods and services. Not so well, when the provider of the goods and services is able to hide price behind layers of obfuscation and indirection. The airlines, very much like health care insurers and providers, make it almost impossible to know up front what you are buying and what it will cost. Just like health care insurers and providers, the purchaser of air transportation is often a business with a different set of priorities from those of the ultimate consumer --- we the people. Under those circumstances, only intelligent and knowledgeable regulation can work.",weightlifting,NONE,1,Pseudo
This article is mainly about: (a) The health risks that the entire VEGAN population (both adults and children) face. (b) The health risks of feeding babies and children a VEGAN diet. (c) The health risks of feeding babies and children a VEGETARIAN diet. (d) The health risks that the entire VEGETARIAN population (both adults and children) face. The correct answer is (b). Some of these comments make wonder about the commenter's reading comprehension skills. Nina isn't saying that it's unhealthy to raise kids on a VEGETARIAN diet (i.e. one that includes eggs and dairy). Neither is she saying that adults should not be vegan due to health risks. She is saying that it's risky for BABIES AND CHILDREN to be fed a vegan diet. Why are so many people responding to this article with long-winded replies about how they became vegan as ADULTS and are enjoying the health benefits? And why are others citing healthy babies raised on VEGETARIAN food as a rebuttal to this article? What part of this do you not understand?!?!,lobotomies,NONE,1,Pseudo
"""Spending so much time and ink on who owns high end residential real estate and the legal form in which they own it is a needless distraction"" But these owners are committing graft and serious crimes around the world. Sure, maybe they pay for a lot of firefighters, but that doesn't mean they aren't criminals laundering money through real estate. Of course, it's good business to work in real estate when you get to see a taste of millions of dollars of ill-gotten gains without having to take any responsibility. It's a waste of time and ink to make facile arguments like ""these criminals pay for the services, so they must be ok"". The Times reports are time and ink well spent.",service level agreements,NONE,1,Pseudo
"Marijuana is a gateway drug for frequent use of pizza delivery and the steady consumption of Fritos, Ben & Jerry's, and other junk food. That's about it. I smoked a fair amount of weed in my early 20's, and then the desire just naturally tapered off as I became more involved in professional pursuits. Now that I'm retired, I probably wouldn't buy it even if I could pick it up in the produce section of my local grocery store. Why? Frequent use of pizza delivery, Fritos, Ben & Jerry's...I don't need the help gaining weight and sitting around on my rear end, thank you. Want to know what's a gateway drug for opioid abuse? The combination of poverty, hopelessness and lack of education.",audit,NONE,1,Pseudo
"HAHA! I am soon to be the mother of two smart young women. They're too young now to be eligible for Miss America. But I can assure you, I will NOT, as you say, encourage them to ""consider competing in the Miss American pageant."" NO WAY. I will vociferously DIScourage them from doing so. Any ""scholarship"" competition that asks my daughter to put on a swimsuit without asking them to actually swim; or put on a dress that she has not designed and sewn herself is NOT a competition we want to be involved with. Any job or school that asks her to submit a photograph of herself for the purposes of judging her attractiveness: also, no. It's a farce, Ms. Friedman. You've been sold a false bag of goods. You don't have to be slender and gorgeous to be a scientist, musician, policy advocate, or any other such important job. Not even to be a TV pundit. Well, if you're a man, anyway. Plenty of gnarly looking men have front and center jobs in front of the camera. Hm.",computer-supported cooperative work,NONE,1,Pseudo
"How ""impressive"" is today's game, whether NBA or college? Really. In the NBA, one guy brings the ball up, everybody stands around for 15 of the allotted 24 seconds, then one guy (I'm looking at you, LeBron, or Kobe, or, especially you, Carmelo) either misses a 3-pointer or ""takes it to the rack"" for a dunk and/or a foul. At the college level, this year's ""March Madness"" was, until the final game, March Dullness. Too few players know how to play as a team, or even how to shoot. Scoring is down, even (especially) compared to the days before the shot clock. I dunno. Maybe they should LOWER the rim.",car testing,NONE,1,Pseudo
"People need sleep. Starting so early so there is enough daylight for a sports programs? That's why today so many of our graduates (?) are only good for sports programs... I am now 63, with 3 degrees from an ivy league school, and having run my own business for over 30 years and having had 100s of employees. I know--with moral certainty--that so many people are underperformers (including me) when they don't get enough sleep. Be it in school or at work... people need to be well rested with at least 8 hours of sleep to perform optimally. Public schools shouldn't begin before 9:00 am. Period. Then we'll have better performing students and workers. Guaranteed. And don't tell",graduation rates,NONE,1,Pseudo
"If the price comes down to about 15k, I'll buy one. If I need to drive on a vacation, or for some other reason long-distance, I'll rent a more capable vehicle. Simple as that. The fewer gallons of gasoline or ethanol burned, the better. With climate change occurring at an ever-faster rate, we'd better be doing everything in our power to reduce our use of fossil fuels. Why would anyone be against bolstering the human race's chance for survival?",solitary confinement,NONE,1,Pseudo
"I find this a stunning essay. The large banks were teetering on the edge of complete collapse just 5-6 years ago. And he's calling these same banks the best run businesses on the planet? Well if I started a business and got huge Federal bailouts when I was at risk of going out of business, I'd do really well too. In my view, the banks should have been allowed to fail for their reckless behavior.",alcohol,NONE,1,Pseudo
"I taught at a couple universities. Often I'd be asked by parents of college age kids about where to send their kids. My quick response was usually, ""send them North to a school that does not have a winning football team. Poor athletics departments usually means better funding for everything else.""",international soccer,NONE,1,Pseudo
"Israel is such a dishonest broker that this debate is unnecessary. Never mind the crimes against innocent people, never mind the broken promises; how about the atomic bomb they have hidden in plain site. I would agree to disarm Iran if we did the same with Israel. Unfortunately the Jewish lobby in this country spends copious amounts of money to gain political advantage for this rogue country. If they attack Iran, they should reap the whirlwind.",user rights,NONE,1,Pseudo
"I compete in the Miss America pageant system. In two of my interviews last year, I was asked how I failed and how I overcame that failure. Not only does the Miss America Organization fuel confidence in young women and provides scholarship, but it prepares us for real-world job interviews, public speaking, and brings out the servants' heart in all of us. A huge part of the Miss America Organization is community service. Since 2007, when we first partnered with Children's Miracle Network, the women competing in the organization have raised over $8 million JUST for that one charity. Aside from that, we all have a personal platform that we are advocates for including prevention of diseases, standing up against bullying and breaking stereotypes and barriers that are presented against women. I can't speak for every pageant system, but Miss America is a non-profit organization that is made up by dedicated volunteers. Some incredible women have gone through that organization to go on to incredible careers and futures and a lot of them credit their success to the journey and experience they gained from competing in this program.",career status,NONE,1,Pseudo
"If there will always be ways to cheat than perhaps the regulations and laws should be about outcomes, not about methods. Suppose instead of a regulation describing a testing station the law said that if a car exceeded the pollution standards the manufacturer would have to refund the full original retail price of all units of that model car (including sales tax) and pay a fine for all the miles driven. Then all the mechanisms in the world for cheating wouldn't matter; just getting caught once would be the end of the corporation. Inventions guarantee that methods will change but the outcome is the outcome.",genocidal warfare,NONE,1,Pseudo
"How about this for a Room for Debate?--A yearly wealth tax of 0.05%, and a 100% inheritance tax? The 1% is too short-sighted to know economic fairness is in their own long-term best interest. We are on a greased path to plutonomy, and, within five or 10 years, at this rate, with the only acceptable policy choices being to give the 1% even more, there will be more and more social unrest.",service-oriented computing,NONE,1,Pseudo
"By Mr Mossoff's reasoning, naturally occurring non-isolated electricity (e..g, in thunderstorms) would not be patentable, but any use in a house would be. Similarly, rainwater would not be patentable, but water inside a building's plumbing system would be. Blood inside the body? Non-patentable. Stored in a bloodbank? Patentable! Fingernails could be grown without fear of lawsuit, but at the moment they are clipped, they would be the subject of litigation? Absurd, to say the least.",factory,NONE,1,Pseudo
"We have a broken prison system in many respects, starting with the stark fact that the United States has the largest prison population in the world and the second-highest per-capita incarceration rate. The highest is the Seychelles islands ... an outlier that is not far ahead of us. Our broken system can't be fixed all at once. We will have to fix it piece at a time just like it was broken piece at a time. But making EX-felons whole in their participation in society by restoring their voting rights is a good start.",population resilience,NONE,1,Pseudo
"And who was the cause Islamic radicalism, israel? People tend to go supernatural when faced with hopelessness, despair and oppression. And who had created those conditions in and around the Arab world and for whose benefit? I leave that to Israeli leaders to think in their little twisted ideological bunker",groupware,NONE,1,Pseudo
"The repeated tactics by many food companies to find new ways to promote products that can be misleading to consumers is often shameful and deep rooted as one of the ways to battle the effects of growing health concerns. As more and more people try to change their eating habits it is critical that labels are clear, easily understood and enforceable. Proper labeling is one of the ways to ensure that consumers have the information needed to make informed and accurate decisions.",knowledge discovery,NONE,1,Pseudo
"""It should come as no surprise that the vast majority of heroin users have used marijuana (and many other drugs) not only long before they used heroin but while they are using heroin."" It should come as no surprise that the vast majority of heroin users have used milk (and many other dairy products) not only long before they used heroin but while they are using heroin. Therefore, milk and dairy products are a gateway drug to heroin and should be banned.",terrorist operation,NONE,1,Pseudo
"I am obtaining dual citizenship for my 9 year old son. I don't want him conscripted to fight in a rich mans war against his own will. A right all people should have, unless conscription is uniformly applied to all citizens NO privileged outs.",university,NONE,1,Pseudo
"I disagree with the above comments and the article. First, the constitutional restraint argument is just ridiculous in the country we live in. Enumerated powers? We started trending away from that when the income tax was passed in what...1916 I think? If we actually practiced anything like constitutional restraint in other areas I would probably buy it but as things stand? No way. As to the childless not getting tax breaks for public schools they don't use because we are all contributing to the next generation... a good argument based on moral principles,but why get all holy all the sudden? The tax code is far from principled. We subsidize homeowners. I am not a homeowner. Not fair. And there is not even a moral argument for that massive tax break. Yet there it is. Why not give something new a chance? The only problem with homeschooling is that it is dominated by right-wing bible-thumpers. If more lefties jumped in the flavor of the whole thing could be changed. For the record I don't have kids and am not religious at all.",unborn,NONE,1,Pseudo
"My wife and I are long-time vegans raising a healthy vegan child. Our wonderful daughter is above-average in height and in the 95th percentile in head size. She has hit virtually every developmental milestone at least a month ahead of average, and she has been regularly declared healthy and above average by our pediatrician, who has decades of experience with thousands of children and who has declared that he is comfortable with our vegan choice. We know at least a dozen other vegan children who are healthy and high-functioning. That's consistent with the findings of the American Dietetic Association, the nation's largest organization of nutrition scientists, which has issued a position paper written by experts who reviewed the existing peer-reviewed literature and found that well-planned vegan diets are healthful for infants and children. The considered opinion of such experts--and of our pediatrician--are what we rely on to make decisions about our child. We don't tend to factor in the opinions of cookbook writers.",drunk driving,NONE,1,Pseudo
"One of the saddest consequences of delaying children is the vanishing odds of seeing grandchildren, especially if there are several generations in a row that delayed, and the result is children that just do not have grandparents. I know such children, and they are sad. No amount of positive thinking and ""there are all kinds of families"" on the part of the parents can ease that pain. It's really disheartening listening to a kid tell you that, despite many uncles, aunts and cousins, they have ""a small family"", because they have no grandparents... How they wish they knew those grandparents, and wonder what they were like. Beyond covering the basics, money doesn't matter so much to kids, nor does status, nor material things nor travel, but what does matter to them is the people around them. There are all kinds of reasons to delay, but among the ""know what you're doing if you delay"" advice, I think the social circle a child is born into should take high priority - both in terms of the grandparents they may not have, and in terms of the parents who may not even live to see that child graduate from college...",public service teachers,NONE,1,Pseudo
"How about a middle ground: felons, after a certain period without any more troubles with the law, except for very minor infractions, should have their voting right automatically restored - without any special processes that can be opened to voter suppression abuse.",addiction disorder,NONE,1,Pseudo
"First, Marco seems quite bitter at the country that took him him, provided him scholarships, helped him succeed. I would be kissing the ground in thanks that I escaped to a decent place. This is often a common reaction from people who rely on the largesse of others. The Pew Hispanic Research poll a few years ago asked Mexicans if they would immigrate if they could. Fifty percent said they would. That would be sixty million people. That is just Mexico. The U.S., Canada, and Switzerland generally lead in the polls as to where people would live, if they could. Governments have the responsibility to protect their borders. Due to the desirability of the U.S., the U.S. government has a particular responsibility. From what I can tell, for the most part, people are welcoming of immigrants. They want a process where the appropriate background checks can be done, and the number can be controlled. People do not like it when others jump the line at the movie theatre or on the freeway. They do not like it in the immigration arena either.",vaccine policy,NONE,1,Pseudo
"For Mr. Barghouti, the history of Israel started in 1948. Jews have been living in the area for 3900 years. The Arab/Muslims invaded and occupied Israel about 1300 years ago. During that time the Arab/ Muslims murdered and generally abused the Jewish population. After 1300 years of abuse, why does Israel have to compromise and give up land?",claws,NONE,1,Pseudo
"Hey i dont want my kids to learn about slavery, or about how Columbus massacred millions of natives or about the Holocaust. Or about Isalm, or about the slaves in Africa makimg everything from Cholocate to Cocoa. All they need to know is Christ died on teh cross fro their sins and that Santa claus will bring presents. Whats wrong with that?",volunteered agricultural,NONE,1,Pseudo
"Maureen Dowd had a bad trip and so we all supposed to return to the dark ages of marijuana use. I drank a pitcher of Cabo Wabo marguarettas a couple of weeks ago and thought I was going to die the next day. Are we going to prohibit tequila because of my bad trip? I wish! Dang that stuff is good. Too good for amateurs like me. I don't know if bottlers still put the alcohol content on hard liquor, but they used to. It was a handy guide for beginning drinkers.....like college students. But then some people used it as a guide to get as drunk as possible, as fast as possible. You cannot legislate the stupidity out of people and you cannot protect them from every thing. But creating a THC meter and putting it on the package would be very considerate. It probably wouldn't help stupid people like the above mentioned columnist, who just crammed the stuff in her mouth without even doing any research, but it would show a sense of responsibility on the part of the marijuana industry.",medical exemption,NONE,1,Pseudo
"Unfortunately, young motherhood these days often means single motherhood. I wouldn't have minded having a child in my twenties, but there are few men in their twenties who want to get married, let alone have kids at that age. Even though this issue is always portrayed as ""women are waiting to have children,"" men are waiting to have children too.",vehicle technology,NONE,1,Pseudo
Should be legal. Sex work - oldest profession - is not going away. Reduces AIDS and STDs when controlled. Half the celebrities are sex workers of sorts selling their bodies so why not the ones who actually have sex be allowed. Not everyone wants to do that. It has a strange effect on the psyche of women. An act made for bonding and love done with people you dont like - messes with the mind.,discrimination,NONE,1,Pseudo
"I drove the Leaf last week. It's a super little car that will be launch electric travel for the masses. For those who claim it will run up electric prices by burning more oil, they just don't realize that coal burning electric plants never shut down. One can't save electricity. You don't turn the plant off at night just because demand is low. That's why charging cars at night makes so much sense. Secondly, if you have solar in your home, you're already providing the grid with additional clean power. I hope that green technology will go hand-in-hand with the Leaf and other electric vehicles. And lastly, the average person drives less than one hundred miles a day. This giant fear of getting stuck is just that -- fear. It's amazing how fear stops progress. Be bold people. Let's get off oil and free our politics by making it a little easier to make peace.",deporting,NONE,1,Pseudo
"I agree with the poster who said there's no one-size approach to this question. My ideal solution would be to take a vacation without the kids ~and~ the husband. Of course, you don't know my family. You think that's heartless and selfish until I explain that I live with the exasperating reality of a husband with mental illness and five step-kids two of whom also have mental illness, who spend the majority of their time with a mom who has very low standards for her own behavior let alone theirs. Yeah, I know- it's my bed, I'll lie in it. But a couple nights to lie in it alone would be nice.",first Lady,NONE,1,Pseudo
"Age 17, my son had intolerable stomach pain in the middle of the night. He visited web MD, concluded he might have appendicitis, woke me up at 2 AM, and suggested we go to the hospital for possible appendix issue. He is not a complainer, so I took him at his word. Result: appendix removed at 7 AM. I'm a believer.",prednisone,NONE,1,Pseudo
"Amid Cohen wrote, ""Jerusalem is our capital. It has been for 3,000 years."" This alone shows that his position is based on fantasy. If Jerusalem had been the capital of Israel for 3,000 years, then the Zionist dream of a new Israel in 1948 would have been mad, for such a state would have been in place for all of those 3,000 years. Until Israel acknowledges that its being is based on a colonialist venture in that the current borders of Israel did not surround an empty space but had been occupied as a non-Israeli entity for centuries, advocates like Mr. Cohen will be living in a fantasy world. Saying something does not make it so. America has bought into Mr. Cohen's fantasies for far too long,",tactics,NONE,1,Pseudo
"Justifying Illegal workers on the cheap products they produce is just another example of privatize the benefits but socialize the costs. The benefits come to mainly the business owners who can produce cheaper products and their by increase their profit margin. Plus the works are less likely to complain if they are mistreated. However the poor old taxpayer is left to pay for the schools, the health care, food stamps etc, etc for these people and yes the baby delivery costs as they all try to have that anchor baby. Massive illegal immigration has become a disaster for the US that will permanently change it forever. Maybe the US should just give up and cede the Southern States of California, Arizona, New Mexico and Texas to Mexico.",community,NONE,1,Pseudo
"Criminals should not be allowed to vote. They have no business electing people who make the laws once they have been convicted of breaking the law. Perhaps, if a released offender has gone 5 years without convicting another crime then his voting rights can be restored. But to restore voting rights to newly released convicts is crazy since a fairly high percentage of these people will end up back in prison anyway. We are better off keeping them in jail for longer time periods instead of letting them out to vote.",computational political science,NONE,1,Pseudo
"This is time to stop the Arab occupation. Jews have been living in the Land of Israel for thousands of years; even during of times that most of the Jewish people was at exile, and before the Arab occupation and colonialization of the land. It is mind bugling how people are willing to accept this ongoing occupation, just because they think Arabs lived there sine dinosaurs time. Most of the Arab immigrated there parallel to the Zionist immigration in the new era. Read the Ottoman census, the British census and understand the Arab names and origins. Take a look at the big picture; a huge part of the globe is Christian, another huge part of the globe is Muslim. There is a little tiny piece of land for the Jews, and the Liberal of the free world want to take it away.",research paper assignment,NONE,1,Pseudo
"If tips motivate servers, then why is service generally better in Europe than in the US? The answer is because in Europe, restaurant staff are treated like professionals and they respond accordingly. They receive decent wages and benefits, are properly trained and take pride in doing a good job. American wait staff tend to be young people, filling time until something better comes along. Their obsequious desire to please doesn't make up for being overworked and improperly trained. Tipping just props up a bad system.",values,NONE,1,Pseudo
"As soon as I get my tax break for never having had a child in any school - public, private, home or otherwise. To be clear, this proposal is nasty and mean spirited - are we so self-centered now that we do we do not want to contribute to anthing of collective benefit to society?",credit union,NONE,1,Pseudo
